ID,Mien,Part of Speech,English,French,Thai,Lao,Vietnamese,Chinese,Mandarin,Cantonese,Note (English),Note (French),Note (Thai),Note (Lao),Note (Vietnamese),Note (Chinese),Example (Mien),Example (English),Example (French),Example (Thai),Example (Lao),Example (Vietnamese),Example (Chinese),Variant,Synonym,Usage,Origin,AudioOriginal,AudioAI,AudioExample
53,aapv-biei,noun,down,vers le bas,ลง,ລົງ,xuống,向下,xiàngxià,hoeng3 haa6,,,,,,,,,,,,,,,,,,Original/aapv_biei.mp3,AI/aapv_biei_AI.mp3,
54,aapv-biei,noun,duck feathers,plumes de canard,ขนเป็ด,ຂົນເປັດ,lông vịt,鸭毛,yā máo,aap3 mou4,,,,,,,,,,,,,,,,,,Original/aapv_biei.mp3,AI/aapv_biei_AI.mp3,
55,aapv-dorn,noun,duckling,caneton,เป็ด,ລູກເປັດ,vịt con,小鸭,xiǎo yā,siu2 aap3,,,,,,,,,,,,,,,,,,Original/aapv_dorn.mp3,AI/aapv_dorn_AI.mp3,
56,aapv-gorngx,noun,drake,canard,เดรก,ເດຣກ,vịt đực,公鸭,gōng yā,gung1 aap3,,,,,,,,,,,,,,,,,,Original/aapv_gorngx.mp3,AI/aapv_gorngx_AI.mp3,
50,aapv hoic,verb,to force,forcer,เพื่อบังคับ,ບັງຄັບ,ép buộc,强迫,qiǎngpò,koeng4 bok3,,,,,,,,,,,,,,,,,,Original/aapv_hoic.mp3,AI/aapv_hoic_AI.mp3,
57,aapv-jaanx,noun,young female duck,jeune cane,ลูกเป็ดตัวเมีย,ເປັດແມ່ໜຸ່ມ,cừu/dê cái non,小母羊/小母山羊,xiǎo mǔyáng / xiǎo mǔ shānyáng,siu2 mou5 joeng4 / siu2 mou5 saan1 joeng4,,,,,,,,,,,,,,,,,,Original/aapv_jaanx.mp3,AI/aapv_jaanx_AI.mp3,
51,aapv jaax,verb,to urge each other,s'encourager mutuellement,เพื่อกระตุ้นซึ่งกันและกัน,ເພື່ອຮຽກຮ້ອງເຊິ່ງກັນແລະກັນ,thúc giục nhau,互相督促,hù xiāng dū cù,wu6 soeng1 duk1 cuk1,,,,,,,,,,,,,,,,,,Original/aapv_jaax.mp3,AI/aapv_jaax_AI.mp3,
58,aapv-mbienx,noun,land duck,canard terrestre,เป็ดบก,ເປັດບົກ,vịt xiêm,番鸭,fān yā,faan1 aap3,,,,,,,,,,,,,,,,,,Original/aapv_mbienx.mp3,AI/aapv_mbienx_AI.mp3,
52,aapv ngorh,noun,peak of roof,faîte du toit,ยอดหลังคา,ຈຸດສູງສຸດຂອງຫລັງຄາ,nóc nhà,屋脊,wūjǐ,uk1 zik3,,,,,,,,,,,,,,,,,,Original/aapv_ngorh.mp3,AI/aapv_ngorh_AI.mp3,
59,aapv-nyeiz,noun,mature female duck,Cane femelle adulte,เป็ดตัวเมียที่โตเต็มวัย,ເປັດແມ່ທີ່ເຕີບໃຫຍ່ເຕັມທີ່,vịt mái già,老母鸭,lǎo mǔ yā,lou5 mou5 aap3,,,,,,,,,,,,,,,,,,Original/aapv_nyeiz.mp3,AI/aapv_nyeiz_AI.mp3,
60,aapv-wuom,noun,water duck,canard aquatique,เป็ดน้ำ,ເປັດນ້ຳ,vịt nước,水鴨,shuǐ yā,seoi2 aap3,,,,,,,,,,,,,,,,,,Original/aapv_wuom.mp3,AI/aapv_wuom_AI.mp3,
61,aauv,verb,to bend,se plier,งอ,ງໍ,gập,折疊,zhédié,zit3 dip6,,,,,,,,,,,,,,,,,,Original/aauv.mp3,AI/aauv_AI.mp3,
62,aaux,verb,to twist,tordre,เพื่อบิด,ບິດ,xoắn,扭/拧,niǔ/níng,nau2/ning2,,,,,,,,,,,,,,,,,,Original/aaux.mp3,AI/aaux_AI.mp3,
63,aaux,verb,to alter,modifier,เพื่อเปลี่ยนแปลง,ປ່ຽນແປງ,thay đổi,改变,gǎibiàn,goi2 bin3,,,,,,,,,,,,,,,,,,Original/aaux.mp3,AI/aaux_AI.mp3,
64,aaux,verb,to change,changer,เพื่อเปลี่ยนแปลง,ປ່ຽນແປງ,thay,改變,gǎibiàn,goi2 bin3,,,,,,,,,,,,,,,,,,Original/aaux.mp3,AI/aaux_AI.mp3,
65,aaux,verb,to distort,déformer,เพื่อบิดเบือน,ບິດເບືອນ,bóp méo,扭曲,niǔqū,nau2 kuk1,,,,,,,,,,,,,,,,,,Original/aaux.mp3,AI/aaux_AI.mp3,
66,aaux lungh,adjective,weather change related health condition,affections liées aux changements climatiques,ภาวะสุขภาพที่เกี่ยวข้องกับการเปลี่ยนแปลงสภาพอากาศ,ສະພາບສຸຂະພາບທີ່ກ່ຽວຂ້ອງກັບການປ່ຽນແປງຂອງດິນຟ້າອາກາດ,vấn đề sức khỏe do thay đổi thời tiết,氣象病,qì xiàng bìng,hei3 zoeng6 beng6,,,,,,,,,,,,,,,,,,Original/aaux_lungh.mp3,AI/aaux_lungh_AI.mp3,
67,aauz,verb,to cry,pleurer,ร้องไห้,ຮ້ອງໄຫ້,hô,喊,hǎn,haam3,,,,,,,,,,,,,,,,Baby,,Original/aauz.mp3,AI/aauz_AI.mp3,
68,aav,exclamation,hmm,Hmm,อืม,ຮືມ,ừm,嗯,èn,ng6,Used to indicate fear and uncertainty about what to do.,Utilisé pour exprimer la peur et l'incertitude quant à la marche à suivre.,ใช้เพื่อแสดงถึงความกลัวและความไม่แน่ใจว่าจะทำอย่างไร,ໃຊ້ເພື່ອສະແດງເຖິງຄວາມຢ້ານກົວ ແລະ ຄວາມບໍ່ແນ່ນອນກ່ຽວກັບສິ່ງທີ່ຕ້ອງເຮັດ.,Dùng để diễn tả sự sợ hãi và không chắc chắn về những việc cần làm.,用来表示对下一步行动感到恐惧和不确定。,,,,,,,,,,,,Original/aav.mp3,AI/aav_AI.mp3,
69,aav,particle,ah (Mien),ah (Mien),อ่า (เมี่ยน),ອາ (ມຽນ),à (Mien),aav (Mien),aav (Mien),aav (Mienh),Placed before some time words to indicate future time.,Placé avant les mots de temps pour indiquer le futur.,วางไว้หน้าคำบอกเวลาบางคำเพื่อระบุเวลาในอนาคต,ວາງໄວ້ກ່ອນຄຳສັບບາງຄຳເພື່ອຊີ້ບອກເວລາໃນອະນາຄົດ.,Được đặt trước một số từ chỉ thời gian để biểu thị thời gian trong tương lai.,放在时间词之前，表示将来时间。,aav dangh maahaav hitv deix: a little later on.,just a minute,,,,,,,,,,Original/aav.mp3,AI/aav_AI.mp3,
70,Aav,particle,ah (Mien),ah (Mien),อ่า (เมี่ยน),ອາ (ມຽນ),à (Mien),aav (Mien),aav (Mien),aav (Mienh),"Used before kin terms, terms of address, names, or nicknames to indicate familiarity or affection.","Utilisé avant les termes de parenté, les formules de politesse, les noms ou les surnoms pour indiquer la familiarité ou l'affection.",ใช้ก่อนคำที่ใช้เรียกญาติ คำเรียกขาน ชื่อ หรือชื่อเล่น เพื่อแสดงความคุ้นเคยหรือความรักใคร่,"ໃຊ້ກ່ອນຄຳສັບກ່ຽວກັບຍາດພີ່ນ້ອງ, ທີ່ຢູ່, ຊື່ ຫຼື ຊື່ຫຼິ້ນ ເພື່ອສະແດງຄວາມຄຸ້ນເຄີຍ ຫຼື ຄວາມຮັກແພງ.","Được sử dụng trước các từ ngữ chỉ quan hệ họ hàng, cách xưng hô, tên riêng hoặc biệt danh để thể hiện sự thân mật hoặc tình cảm.",用于亲属称谓、称呼、姓名或昵称之前，表示熟悉或喜爱。,Aav Maa,mom,,,,,,,,,,Original/aav.mp3,AI/aav_AI.mp3,
71,aav dangh,adverb,just a moment,juste un instant,สักครู่,ສັກຄູ່,một lát,等一下,děng yíxià,dang2 jat1 haa6,,,,,,,,,,,,,,,,,,Original/aav_dangh.mp3,AI/aav_dangh_AI.mp3,
72,aav haenv,onomatopoeia,ahem,hum,เอ่อ...,ອືມ,ờm,嗯,hm,ng4,,,,,,,,,,,,,,,,,,Original/aav_haenv.mp3,AI/aav_haenv_AI.mp3,
73,aav hitv,adverb,later while,"plus tard,",ต่อมาในขณะที่,ຕໍ່ມາໃນຂະນະ,một lát sau,过一会儿,guò yíhuìr,gwo3 jat1 wui6 ji4,,,,,,,,,,,,,,,,,,Original/aav_hitv.mp3,AI/aav_hitv_AI.mp3,
74,aav hitv dangh,adverb,little while later,peu de temps après,หลังจากนั้นไม่นาน,ອີກບໍ່ດົນ,một lúc sau,过一会儿,guò yíhuìr,gwo3 jat1 wui6,,,,,,,,,,,,,,,,,,Original/aav_hitv_dangh.mp3,AI/aav_hitv_dangh_AI.mp3,
75,aav hitv deix,adverb,later on,plus tard,ต่อมา,ຕໍ່ມາ,sau này,后来,hòulái,hau6 loi4,,,,,,,,,,,,,,,,,,Original/aav_hitv_deix.mp3,AI/aav_hitv_deix_AI.mp3,
76,aav lamh,adverb,almost,presque,เกือบ,ເກືອບ,gần như,几乎,jīhū,gei1 fu1,,,,,,,,,,,,,,,,,,Original/aav_lamh.mp3,AI/aav_lamh_AI.mp3,
77,aav lamh,adverb,nearly,presque,เกือบ,ເກືອບ,gần như,几乎,jīhū,gei1 fu4,,,,,,,,,,,,,,,,,,Original/aav_lamh.mp3,AI/aav_lamh_AI.mp3,
83,aav lov,exclamation,aa-lo (Mien),aa-lo (Mien),อา-โล (เมียน),ອາໂລ (ມຽນ),aa-lo (Mien),aa-lov (Mien),aa-lov (Mien),aa-lov (Mien),Used to add urgency or forcefulness to statement or command.,Utilisé pour ajouter de l'urgence ou de la force à une déclaration ou à un ordre.,ใช้เพื่อเพิ่มความเร่งด่วนหรือความหนักแน่นให้กับข้อความหรือคำสั่ง,ໃຊ້ເພື່ອເພີ່ມຄວາມຮີບດ່ວນ ຫຼື ແຮງໃຫ້ກັບຄຳສັ່ງ ຫຼື ຄຳສັ່ງ.,Được sử dụng để nhấn mạnh tính cấp bách hoặc sự mạnh mẽ trong lời tuyên bố hoặc mệnh lệnh.,用于增强陈述或命令的紧迫感或力度。,,,,,,,,,,,,Original/aav_lov.mp3,AI/aav_lov_AI.mp3,
78,aav maah,particle,used to issue command,utilisé pour émettre des commandes,ใช้ในการออกคำสั่ง,ໃຊ້ເພື່ອອອກຄຳສັ່ງ,dùng để chỉ sự chấn động,用於表示震驚,yòng yú biǎo shì zhèn jīng,jung6 jyu1 biu2 si6 zan1 ging1,,,,,,,,,,,,,,,,,,Original/aav_maah.mp3,AI/aav_maah_AI.mp3,
79,aav yov,exclamation,ouch,Aie,โอ๊ย,ໂອ້ຍ,oái,哎哟,āiyō,oi1 jo1,"Used to indicate sudden pain, hurt, or discomfort, as by a sudden pain or shock.","Utilisé pour indiquer une douleur, une blessure ou un inconfort soudain, comme suite à une douleur ou un choc soudain.",ใช้เพื่อบ่งบอกถึงความเจ็บปวด ความไม่สบาย หรืออาการเจ็บปวดที่เกิดขึ้นอย่างฉับพลัน เช่น ความเจ็บปวดหรืออาการช็อกที่เกิดขึ้นอย่างกะทันหัน,"ໃຊ້ເພື່ອຊີ້ບອກເຖິງຄວາມເຈັບປວດຢ່າງກະທັນຫັນ, ຄວາມເຈັບ, ຫຼື ຄວາມບໍ່ສະບາຍ, ເຊັ່ນ: ຄວາມເຈັບປວດ ຫຼື ອາການຊ໊ອກຢ່າງກະທັນຫັນ.","Dùng để chỉ cơn đau đột ngột, tổn thương hoặc khó chịu, như do đau đột ngột hoặc sốc bất ngờ.",用于表示突然的疼痛、伤害或不适，例如突发的疼痛或惊吓。,,,,,,,,,,,,Original/aav_yov.mp3,AI/aav_yov_AI.mp3,
80,aav zuqc,verb,to have to,devoir,ต้อง,ຕ້ອງໄດ້,phải,必須,bì xū,bit1 seoi1,,,,,,,,,,,,,,,,,,Original/aav_zuqc.mp3,AI/aav_zuqc_AI.mp3,
81,aav zuqc,verb,to must,il faut,ต้อง,ຕ້ອງ,buộc phải,必须,bìxū,bit1 seoi1,,,,,,,,,,,,,,,,,,Original/aav_zuqc.mp3,AI/aav_zuqc_AI.mp3,
82,aav zuqc,verb,to obligate,obliger,เพื่อบังคับ,ເພື່ອຜູກມັດ,bắt buộc,使有义务,shǐ yǒu yìwù,si2 jau5 ji6 mou6,,,,,,,,,,,,,,,,,,Original/aav_zuqc.mp3,AI/aav_zuqc_AI.mp3,
84,aax,exclamation,what,quoi,อะไร,ສິ່ງ,gì,什么,shénme,sam6 mo1,"Used as an acknowledgement of hearing one's name called and, in turn, questioning the caller.","Utilisé pour accuser réception de son nom et, par conséquent, pour interroger la personne qui a appelé.",ใช้เป็นสัญญาณตอบรับเมื่อได้ยินชื่อตนเองถูกเรียก และเป็นการถามกลับไปยังผู้ที่เรียกชื่อนั้น,ໃຊ້ເປັນການຮັບຮູ້ເຖິງການໄດ້ຍິນຊື່ຂອງຄົນຜູ້ໜຶ່ງຖືກເອີ້ນ ແລະ ໃນທາງກັບກັນ ກໍ່ເປັນການຖາມຜູ້ໂທ.,"Được sử dụng như một lời đáp lại khi nghe thấy tên mình được gọi và, ngược lại, đặt câu hỏi cho người gọi.",用于回应听到自己名字被叫到，并反过来询问叫号者。,,,,,,,,,,,,Original/aax.mp3,AI/aax_AI.mp3,
26,aa yoh,exclamation,ouch,Aie,โอ๊ย,ໂອ້ຍ,oái,哎哟,āiyō,oi1 jo1,"Used to indicate pain (mild to severe), hurt, or discomfort, as by a sudden short but sharp twinge, shock, or puncture; ouch.","Utilisé pour indiquer une douleur (légère à intense), une blessure ou une gêne, comme par une brève mais vive douleur, un choc ou une piqûre ; aïe.",ใช้เพื่อบ่งบอกถึงความเจ็บปวด (เล็กน้อยถึงรุนแรง) การบาดเจ็บ หรือความไม่สบาย เช่น การเจ็บแปลบอย่างกะทันหันแต่รุนแรง การช็อก หรือการแทง; โอ๊ย,"ໃຊ້ເພື່ອຊີ້ບອກອາການເຈັບ (ເບົາບາງຫາຮຸນແຮງ), ເຈັບ, ຫຼື ບໍ່ສະບາຍ, ເຊັ່ນ: ການສັ່ນ, ການຕົກໃຈ, ຫຼື ການເຈາະຢ່າງກະທັນຫັນສັ້ນໆແຕ່ຄົມ; ອຶ.","Từ này được dùng để chỉ cơn đau (từ nhẹ đến nặng), tổn thương hoặc khó chịu, như một cơn nhói đột ngột nhưng ngắn và mạnh, một cú sốc hoặc một vết đâm; ouch.",用于表示疼痛（轻微到剧烈）、受伤或不适，例如突然短暂但剧烈的刺痛、冲击或刺伤；哎哟。,,,,,,,,,,,,Original/aayoh.mp3,AI/aayoh_AI.mp3,
87,aec,particle,OK,D'ACCORD,ตกลง,ໂອເຄ,được thôi,好,hǎo,hou2,,,,,,,,,,,,,,,,,,Original/aec.mp3,AI/aec_AI.mp3,
88,aec,particle,yes,Oui,ใช่,ແມ່ນແລ້ວ,vâng,是,shì,si6,,,,,,,,,,,,,,,,,,Original/aec.mp3,AI/aec_AI.mp3,
89,aec,verb,to die,mourir,ตาย,ຕາຍ,chết,死,sǐ,sei2,,,,,,,,,,,,,,,,,,Original/aec.mp3,AI/aec_AI.mp3,
90,aec ngorngc,noun,dead,mort,ตาย,ຕາຍແລ້ວ,sâu,深,shēn,sam1,,,,,,,,,,,,,,,,Baby,,Original/aec_ngorngc.mp3,AI/aec_ngorngc_AI.mp3,
91,aeh,particle,uh,euh,เอ่อ,ເອີ້,ờ,呃,è,e1,,,,,,,,,,,,,,,,,,Original/aeh.mp3,AI/aeh_AI.mp3,
92,aeng,verb,to distended,à distendu,ขยายตัว,ຢືດອອກ,chướng,膨胀,péngzhàng,pang4 zoeng3,,,,,,,,,,,,,,,,,,Original/aeng.mp3,AI/aeng_AI.mp3,
93,Aengh Doih,noun,Aeng-thoi,Aeng-thoi,แอง-ทอย,ອຽງ-ທອຍ,nhân vật nữ Lương Chúc,祝英台,Zhù Yīngtái,zuk1 jing1 toi4,The name of the female character of the Chinese Butterfly Lover in Mien.,Le nom du personnage féminin du roman chinois « L'Amoureux des papillons » à Mien.,ชื่อของตัวละครหญิงในนิทานจีนเรื่องคนรักผีเสื้อในภาษาเมี่ยน,ຊື່ຂອງຕົວລະຄອນຍິງໃນເລື່ອງຄົນຮັກຜີເສື້ອຈີນໃນພາສາມຽນ.,"Tên nhân vật nữ trong tác phẩm ""Người tình bướm"" của Trung Quốc bằng tiếng Miên.",《梁祝》中女主角的勉语名字。,,,,,,,,,,,,Original/Aengh_Doih.mp3,AI/Aengh_Doih_AI.mp3,
94,aengv,noun,reflection,réflexion,การสะท้อน,ການສະທ້ອນ,sự phản chiếu,反射,fǎnshè,faan2 se6,,,,,,,,,,,,,,,,,,Original/aengv.mp3,AI/aengv_AI.mp3,
95,aengv,verb,to reflect,refléter,เพื่อสะท้อน,ເພື່ອສະທ້ອນ,phản chiếu,反射,fǎn shè,faan2 se6,,,,,,,,,,,,,,,,,,Original/aengv.mp3,AI/aengv_AI.mp3,
96,aengv,verb,to shine,briller,ส่องแสง,ເພື່ອສ່ອງແສງ,chèn nêm,加垫片,jiā diànpiàn,gaa1 din6 pin3,,,,,,,,,,,,,,,,,,Original/aengv.mp3,AI/aengv_AI.mp3,
97,aengv,verb,to glare,éblouir,จ้องมอง,ເພື່ອຈ້ອງມອງ,trừng mắt,怒视,nùshì,nou6 si6,,,,,,,,,,,,,,,,,,Original/aengv.mp3,AI/aengv_AI.mp3,
98,aengv-njoiz,noun,mirage,mirage,ภาพลวงตา,ພາບພະຈັນ,ảo ảnh,海市蜃楼,hǎishì shènlóu,hoi2 si5 san6 lau4,,,,,,,,,,,,,,,,,,Original/aengv_njoiz.mp3,AI/aengv_njoiz_AI.mp3,
99,aengv-njoiz,noun,apparition,apparition,ผี,ການປະກົດຕົວ,bóng ma,幽灵,yōulíng,jau1 ling4,,,,,,,,,,,,,,,,,,Original/aengv_njoiz.mp3,AI/aengv_njoiz_AI.mp3,
100,aengx,adverb,also,aussi,อีกด้วย,ຍັງ,cũng,也,yě,jaa5,,,,,,,,,,,,,,,,,,Original/aengx.mp3,AI/aengx_AI.mp3,
101,aengx,adverb,and,et,และ,ແລະ,và,和,hé,wo4,,,,,,,,,,,,,,,,,,Original/aengx.mp3,AI/aengx_AI.mp3,
102,aengx,adverb,again,encore,อีกครั้ง,ອີກເທື່ອໜຶ່ງ,lại,再,zài,zoi3,,,,,,,,,,,,,,,,,,Original/aengx.mp3,AI/aengx_AI.mp3,
103,aenh,adjective,short and chubby,petit et potelé,เตี้ยและอ้วน,ຕຸ້ຍ ແລະ ອ້ວນ,thấp mập,矮胖,ǎipàng,ai2 pong3,,,,,,,,,,,,,,,,,,Original/aenh.mp3,AI/aenh_AI.mp3,
104,aepv'bouh,noun,apple,pomme,แอปเปิล,ໝາກໂປມ,táo,苹果,píngguǒ,ping4 gwo2,,,,,,,,,,,,,,,,,,Original/aepv_bouh.mp3,AI/aepv_bouh_AI.mp3,
105,aeqc,particle,yes,Oui,ใช่,ແມ່ນແລ້ວ,vâng,是,shì,si6,,,,,,,,,,,,,,,,,,Original/aeqc.mp3,AI/aeqc_AI.mp3,
106,aeqv,particle,then,alors,แล้ว,ແລ້ວ,sau đó,然后,ránhòu,jin4 hau6,,,,,,,,,,,,,,,,,,Original/aeqv.mp3,AI/aeqv_AI.mp3,
107,aetv,noun,small bamboo basket,petit panier en bambou,ตะกร้าไม้ไผ่ขนาดเล็ก,ກະຕ່າໄມ້ໄຜ່ນ້ອຍ,giỏ tre nhỏ,小竹筐,xiǎo zhúkuāng,siu2 zuk1 hong1,,,,,,,,,,,,,,,,,,Original/aetv.mp3,AI/aetv_AI.mp3,
108,aev,verb,to excrete,excréter,เพื่อขับถ่าย,ເພື່ອຂັບຖ່າຍ,bài tiết,排泄,pái xiè,paai4 sit3,,,,,,,,,,,,,,,,Baby,,Original/aev.mp3,AI/aev_AI.mp3,
109,aev div,verb,to defecate,déféquer,เพื่อถ่ายอุจจาระ,ຖ່າຍອາຈົມ,đi đại tiện,大便,dàbiàn,daai6 bin6,,,,,,,,,,,,,,,,Baby,,Original/aev_div.mp3,AI/aev_div_AI.mp3,
110,aev nzae,verb,to urinate,uriner,เพื่อปัสสาวะ,ຍ່ຽວ,đi tiểu,撒尿,sā niào,saat3 niu6,,,,,,,,,,,,,,,,,,Original/aev_nzae.mp3,AI/aev_nzae_AI.mp3,
111,aex,particle,really,vraiment,จริงหรือ,ແທ້ໆ,thật sự,真的,zhēnde,zan1 dik1,,,,,,,,,,,,,,,,,,Original/aex.mp3,AI/aex_AI.mp3,
112,aex,particle,you know,Vous savez,คุณรู้,ເຈົ້າຮູ້,bạn,你,nǐ,nei5,,,,,,,,,,,,,,,,,,Original/aex.mp3,AI/aex_AI.mp3,
121,aih,exclamation,oh,Oh,โอ้,ໂອ້,ôi trời,唉,āi,aai1,"Expressing dislike, surprise, or fright.","Exprimer son aversion, sa surprise ou sa peur.",แสดงออกถึงความไม่ชอบ ความประหลาดใจ หรือความหวาดกลัว,"ການສະແດງຄວາມບໍ່ມັກ, ແປກໃຈ, ຫຼື ຄວາມຢ້ານກົວ.","Thể hiện sự không thích, ngạc nhiên hoặc sợ hãi.",表达厌恶、惊讶或恐惧。,,,,,,,,,,,,Original/aih.mp3,AI/aih_AI.mp3,
122,aiqc,interjection,yeah,Ouais,ใช่,ແມ່ນແລ້ວ,vâng,是的,shì de,si6 dik1,,,,,,,,,,,,,,,,,,Original/aiqc.mp3,AI/aiqc_AI.mp3,
123,aiv,adjective,short,court,สั้น,ສັ້ນ,thấp,矮,ǎi,ai2,,,,,,,,,,,,,,,,,,Original/aiv.mp3,AI/aiv_AI.mp3,
124,aix,verb,to fuck,baiser,เพื่อร่วมเพศ,ມີເພດສຳພັນ,địt,操,cāo,caau1,,,,,,,,,,,,,,,,,,Original/aix.mp3,AI/aix_AI.mp3,
125,aix,verb,to copulate,copuler,เพื่อร่วมเพศ,ຮ່ວມເພດ,giao phối,交配,jiāopèi,gaau1 pui3,,,,,,,,,,,,,,,,,,Original/aix.mp3,AI/aix_AI.mp3,
132,Amegaa,noun,America,Amérique,อเมริกา,ອາເມລິກາ,America,美利加,Měilìjiā,mei5 lei6 gaa1,,,,,,,,,,,,,,,,,,Original/Amegaa.mp3,AI/Amegaa_AI.mp3,
